n.uri,m.contractpartyid,r.haseffectivedate,r.hasexpirationdate,r.hasposition,r.hastitle,o.uri
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001529,400000001529,"""2004-02-24T00:00:00""","""2016-03-09T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2525
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001545,400000001545,"""2004-09-03T00:00:00""","""2005-12-13T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2541
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001546,400000001546,"""2004-10-15T00:00:00""","""2004-10-15T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2542
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001543,400000001543,"""2004-08-04T00:00:00""","""2005-07-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2539
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001544,400000001544,"""2004-08-19T00:00:00""","""2008-11-15T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2540
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001541,400000001541,"""2004-06-21T00:00:00""","""2004-06-21T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2537
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001542,400000001542,"""2004-07-15T00:00:00""","""2004-09-06T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2538
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001540,400000001540,"""2004-05-26T00:00:00""","""2004-05-26T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2536
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001538,400000001538,"""2004-05-17T00:00:00""","""2005-06-15T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2534
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001539,400000001539,"""2004-05-24T00:00:00""","""2005-02-18T00:00:00""",Officer,INVESTOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2535
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001549,400000001549,"""2005-01-12T00:00:00""","""2008-03-12T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2545
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001547,400000001547,"""2004-12-31T00:00:00""","""2006-12-31T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2543
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001548,400000001548,"""2005-01-03T00:00:00""","""2005-08-09T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2544
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001556,400000001556,"""2005-08-18T00:00:00""","""2006-10-26T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2552
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001554,400000001554,"""2005-06-08T00:00:00""","""2014-03-13T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2550
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001555,400000001555,"""2005-08-11T00:00:00""","""2006-03-01T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2551
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001552,400000001552,"""2005-05-11T00:00:00""","""2006-07-13T00:00:00""",Officer,CHAIRMAN OF THE BOARD OF DIRECTORS,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2548
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001553,400000001553,"""2005-05-31T00:00:00""","""2008-10-24T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2549
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001550,400000001550,"""2005-02-11T00:00:00""","""2006-02-06T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2546
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001551,400000001551,"""2005-05-05T00:00:00""","""2005-05-05T00:00:00""",Officer,ACTING CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2547
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001557,400000001557,"""2006-04-03T00:00:00""","""2007-08-23T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2553
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001558,400000001558,"""2006-11-15T00:00:00""","""2006-11-15T00:00:00""",Officer,CHAIRMAN OF THE BOARD OF DIRECTORS,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2554
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001559,400000001559,"""2006-11-17T00:00:00""","""2006-11-17T00:00:00""",Officer,GENERAL MANAGER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2555
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001565,400000001565,"""2007-02-23T00:00:00""","""2007-02-23T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2561
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001560,400000001560,"""2006-11-21T00:00:00""","""2006-11-21T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2556
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001563,400000001563,"""2007-01-12T00:00:00""","""2007-03-27T00:00:00""",Officer,INTERIM CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2559
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001564,400000001564,"""2007-01-23T00:00:00""","""2011-04-26T00:00:00""",Officer,CHAIRMAN OF THE BOARD OF DIRECTORS,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2560
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001561,400000001561,"""2006-12-05T00:00:00""","""2006-12-05T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2557
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001562,400000001562,"""2006-12-27T00:00:00""","""2006-12-27T00:00:00""",Officer,PUBLISHER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2558
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001567,400000001567,"""2007-04-03T00:00:00""","""2013-05-23T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2563
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001568,400000001568,"""2007-05-24T00:00:00""","""2008-12-22T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2564
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001566,400000001566,"""2007-02-28T00:00:00""","""2016-02-24T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2562
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001569,400000001569,"""2007-08-15T00:00:00""","""2010-07-09T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2565
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001570,400000001570,"""2007-09-05T00:00:00""","""2014-08-14T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2566
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001571,400000001571,"""2007-09-05T00:00:00""","""2007-09-05T00:00:00""",Officer,DIRECTOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2567
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001574,400000001574,"""2007-11-16T00:00:00""","""2009-01-14T00:00:00""",Officer,CHIEF OPERATING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2570
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001575,400000001575,"""2007-12-28T00:00:00""","""2008-01-02T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2571
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001572,400000001572,"""2007-09-10T00:00:00""","""2007-09-17T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2568
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001573,400000001573,"""2007-10-10T00:00:00""","""2009-11-09T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2569
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001581,400000001581,"""2008-04-09T00:00:00""","""2011-04-04T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2577
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001582,400000001582,"""2008-04-29T00:00:00""","""2016-10-14T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2578
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001580,400000001580,"""2008-03-07T00:00:00""","""2015-12-07T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2576
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001585,400000001585,"""2008-11-30T00:00:00""","""2008-11-30T00:00:00""",Officer,EXECUTIVE CHAIRMAN,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2581
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001583,400000001583,"""2008-05-23T00:00:00""","""2009-10-15T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2579
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001584,400000001584,"""2008-09-02T00:00:00""","""2013-06-28T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2580
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001578,400000001578,"""2008-02-27T00:00:00""","""2009-02-27T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2574
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001579,400000001579,"""2008-03-03T00:00:00""","""2012-03-05T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2575
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001576,400000001576,"""2008-01-25T00:00:00""","""2008-01-25T00:00:00""",Officer,ASST. V. P.,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2572
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001577,400000001577,"""2008-02-08T00:00:00""","""2008-02-08T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2573
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001589,400000001589,"""2009-12-09T00:00:00""","""2015-06-23T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2585
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001587,400000001587,"""2009-03-31T00:00:00""","""2009-03-31T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2583
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001588,400000001588,"""2009-10-19T00:00:00""","""2011-11-10T00:00:00""",Officer,ACTING GENERAL COUNSEL,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2584
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001586,400000001586,"""2009-03-04T00:00:00""","""2016-03-18T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2582
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001592,400000001592,"""2010-03-04T00:00:00""","""2011-05-09T00:00:00""",Officer,MANAGING DIRECTOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2588
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001593,400000001593,"""2010-03-18T00:00:00""","""2012-03-21T00:00:00""",Officer,CORPORATE SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2589
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001590,400000001590,"""2010-01-28T00:00:00""","""2011-03-02T00:00:00""",Officer,CHIEF RETAIL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2586
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001591,400000001591,"""2010-02-03T00:00:00""","""2011-06-21T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2587
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001594,400000001594,"""2010-04-21T00:00:00""","""2012-09-28T00:00:00""",Officer,CHIEF TECHNOLOGY OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2590
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001595,400000001595,"""2010-06-15T00:00:00""","""2017-01-05T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2591
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001600,400000001600,"""2010-12-01T00:00:00""","""2015-05-26T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2596
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001601,400000001601,"""2010-12-08T00:00:00""","""2010-12-08T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2597
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001604,400000001604,"""2011-04-21T00:00:00""","""2012-04-23T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2600
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001602,400000001602,"""2011-01-18T00:00:00""","""2014-02-06T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2598
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001603,400000001603,"""2011-02-09T00:00:00""","""2012-04-24T00:00:00""",Officer,CHAIRMAN,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2599
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001598,400000001598,"""2010-08-24T00:00:00""","""2012-03-25T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2594
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001599,400000001599,"""2010-09-20T00:00:00""","""2013-09-19T00:00:00""",Officer,DIVISIONAL PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2595
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001596,400000001596,"""2010-07-08T00:00:00""","""2012-03-05T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2592
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001597,400000001597,"""2010-08-09T00:00:00""","""2013-02-25T00:00:00""",Officer,CHIEF MARKETING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2593
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001605,400000001605,"""2011-06-16T00:00:00""","""2016-07-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2601
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001611,400000001611,"""2012-10-01T00:00:00""","""2015-03-17T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2607
